station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
0CO,12/26/2023 23:35,3.2,-0.4,84.56,350,16,0,30.06,,0.25,23,OVC,,,,100,,,,#NAME?,,,,,,,-17.12,K0CO 270635Z AUTO 35016G23KT 1/4SM -SN OVC001 M16/M18 A3006 RMK AO2,
0CO,12/26/2023 23:55,3.2,-0.4,84.56,360,6,0,30.06,,0.25,16,OVC,,,,100,,,,#NAME?,,,,,,,-9.16,K0CO 270655Z AUTO 36006G16KT 1/4SM -SN OVC001 M16/M18 A3006 RMK AO2,
0CO,12/27/2023 0:15,3.2,-0.4,84.56,350,11,0,30.05,,0.25,17,OVC,,,,100,,,,#NAME?,,,,,,,-13.93,K0CO 270715Z AUTO 35011G17KT 311V011 1/4SM -SN OVC001 M16/M18 A3005 RMK AO2,
0CO,12/27/2023 0:35,5,1.4,84.68,350,14,0,30.06,,0.25,22,OVC,,,,100,,,,SN,,,,,,,-13.64,K0CO 270735Z AUTO 35014G22KT 1/4SM SN OVC001 M15/M17 A3006 RMK AO2,
0CO,12/27/2023 0:55,5,1.4,84.68,340,17,0,30.06,,0.25,21,OVC,,,,100,,,,#NAME?,,,,,,,-15.3,K0CO 270755Z AUTO 34017G21KT 1/4SM -SN OVC001 M15/M17 A3006 RMK AO2,
0CO,12/27/2023 1:15,5,1.4,84.68,360,8,0,30.06,,0.25,20,OVC,,,,100,,,,SN,,,,,,,-9.15,K0CO 270815Z AUTO 36008G20KT 1/4SM SN OVC001 M15/M17 A3006 RMK AO2,
0CO,12/27/2023 1:35,3.2,1.4,91.99,350,14,0,30.07,,0.25,22,OVC,,,,100,,,,FZFG,,,,,,,-15.96,K0CO 270835Z AUTO 35014G22KT 1/4SM FZFG OVC001 M16/M17 A3007 RMK AO2,
0CO,12/27/2023 1:55,5,1.4,84.68,340,20,0,30.07,,0.5,27,OVC,,,,100,,,,FZFG,,,,,,,-16.72,K0CO 270855Z AUTO 34020G27KT 1/2SM FZFG OVC001 M15/M17 A3007 RMK AO2,
0CO,12/27/2023 2:15,5,1.4,84.68,350,19,0,30.07,,,24,OVC,,,,100,,,,,,,,,,,-16.27,K0CO 270915Z AUTO 35019G24KT OVC001 M15/M17 A3007 RMK AO2 PWINO,
0CO,12/27/2023 2:35,3.2,-0.4,84.56,350,14,0,30.08,,0.75,20,OVC,,,,100,,,,BR,,,,,,,-15.96,K0CO 270935Z AUTO 35014G20KT 341V041 3/4SM BR OVC001 M16/M18 A3008 RMK AO2,
0CO,12/27/2023 2:55,3.2,1.4,91.99,350,18,0,30.08,,0.5,28,OVC,,,,100,,,,FZFG,,,,,,,-18.16,K0CO 270955Z AUTO 35018G28KT 1/2SM FZFG OVC001 M16/M17 A3008 RMK AO2,
0CO,12/27/2023 3:15,5,1.4,84.68,360,11,0,30.08,,0.75,25,OVC,,,,100,,,,#NAME?,,,,,,,-11.65,K0CO 271015Z AUTO 36011G25KT 3/4SM -SN OVC001 M15/M17 A3008 RMK AO2,
0CO,12/27/2023 3:35,5,1.4,84.68,350,14,0,30.08,,0.75,21,OVC,,,,400,,,,BR,,,,,,,-13.64,K0CO 271035Z AUTO 35014G21KT 3/4SM BR OVC004 M15/M17 A3008 RMK AO2,
0CO,12/27/2023 3:55,5,1.4,84.68,10,5,0,30.09,,0.5,18,OVC,,,,100,,,,FZFG,,,,,,,-5.67,K0CO 271055Z AUTO 01005G18KT 1/2SM FZFG OVC001 M15/M17 A3009 RMK AO2,
0CO,12/27/2023 4:15,5,1.4,84.68,360,10,0,30.08,,0.5,21,OVC,,,,100,,,,FZFG,,,,,,,-10.89,K0CO 271115Z AUTO 36010G21KT 1/2SM FZFG OVC001 M15/M17 A3008 RMK AO2,
0CO,12/27/2023 4:35,3.2,-0.4,84.56,350,13,0,30.08,,7,22,OVC,,,,300,,,,,,,,,,,-15.33,K0CO 271135Z AUTO 35013G22KT 7SM OVC003 M16/M18 A3008 RMK AO2,
0CO,12/27/2023 4:55,3.2,-0.4,84.56,340,19,0,30.07,,10,27,OVC,,,,300,,,,,,,,,,,-18.65,K0CO 271155Z AUTO 34019G27KT 10SM OVC003 M16/M18 A3007 RMK AO2,
0CO,12/27/2023 5:15,3.2,-0.4,84.56,340,18,0,30.08,,10,,OVC,,,,300,,,,,,,,,,,-18.16,K0CO 271215Z AUTO 34018KT 10SM OVC003 M16/M18 A3008 RMK AO2,
0CO,12/27/2023 5:35,3.2,-0.4,84.56,350,17,0,30.09,,10,25,OVC,,,,500,,,,,,,,,,,-17.65,K0CO 271235Z AUTO 35017G25KT 10SM OVC005 M16/M18 A3009 RMK AO2,
0CO,12/27/2023 5:55,3.2,-0.4,84.56,350,15,0,30.1,,10,29,OVC,,,,700,,,,,,,,,,,-16.56,K0CO 271255Z AUTO 35015G29KT 10SM OVC007 M16/M18 A3010 RMK AO2,
0CO,12/27/2023 6:15,1.4,-2.2,84.43,330,19,0,30.1,,10,25,OVC,,,,900,,,,,,,,,,,-21.03,K0CO 271315Z AUTO 33019G25KT 10SM OVC009 M17/M19 A3010 RMK AO2,
0CO,12/27/2023 6:35,3.2,-0.4,84.56,330,21,0,30.1,,10,27,OVC,,,,1100,,,,,,,,,,,-19.56,K0CO 271335Z AUTO 33021G27KT 10SM OVC011 M16/M18 A3010 RMK AO2,
0CO,12/27/2023 6:55,3.2,1.4,91.99,340,17,0,30.11,,10,26,OVC,,,,1300,,,,,,,,,,,-17.65,K0CO 271355Z AUTO 34017G26KT 10SM OVC013 M16/M17 A3011 RMK AO2,
0CO,12/27/2023 7:15,3.2,-0.4,84.56,340,17,0,30.11,,10,25,SCT,BKN,,,1300,4500,,,,,,,,,,-17.65,K0CO 271415Z AUTO 34017G25KT 10SM SCT013 BKN045 M16/M18 A3011 RMK AO2,
0CO,12/27/2023 7:35,3.2,-0.4,84.56,350,15,0,30.11,,10,,BKN,OVC,,,4500,6000,,,,,,,,,,-16.56,K0CO 271435Z AUTO 35015KT 10SM BKN045 OVC060 M16/M18 A3011 RMK AO2,
0CO,12/27/2023 7:55,5,1.4,84.68,350,17,0,30.11,,10,21,SCT,BKN,OVC,,4700,6000,7000,,,,,,,,,-15.3,K0CO 271455Z AUTO 35017G21KT 10SM SCT047 BKN060 OVC070 M15/M17 A3011 RMK AO2,
0CO,12/27/2023 8:15,5,1.4,84.68,350,15,0,30.12,,10,19,SCT,SCT,OVC,,3000,3700,7000,,,,,,,,,-14.22,K0CO 271515Z AUTO 35015G19KT 10SM SCT030 SCT037 OVC070 M15/M17 A3012 RMK AO2,
0CO,12/27/2023 8:35,5,1.4,84.68,350,16,0,30.12,,10,28,SCT,BKN,OVC,,3000,5000,7000,,,,,,,,,-14.77,K0CO 271535Z AUTO 35016G28KT 10SM SCT030 BKN050 OVC070 M15/M17 A3012 RMK AO2,
0CO,12/27/2023 8:55,3.2,-0.4,84.56,340,19,0,30.14,,10,28,SCT,BKN,OVC,,4200,5000,7500,,,,,,,,,-18.65,K0CO 271555Z AUTO 34019G28KT 10SM SCT042 BKN050 OVC075 M16/M18 A3014 RMK AO2,
0CO,12/27/2023 9:15,1.4,-2.2,84.43,340,20,0,30.13,,10,31,SCT,BKN,OVC,,3600,4300,7500,,,,,,,,,-21.5,K0CO 271615Z AUTO 34020G31KT 10SM SCT036 BKN043 OVC075 M17/M19 A3013 RMK AO2,
0CO,12/27/2023 9:35,1.4,-2.2,84.43,340,20,0,30.15,,10,26,BKN,OVC,,,1000,3800,,,,,,,,,,-21.5,K0CO 271635Z AUTO 34020G26KT 10SM BKN010 OVC038 M17/M19 A3015 RMK AO2,
0CO,12/27/2023 9:55,3.2,-0.4,84.56,330,21,0,30.15,,10,29,OVC,,,,700,,,,,,,,,,,-19.56,K0CO 271655Z AUTO 33021G29KT 10SM OVC007 M16/M18 A3015 RMK AO2,
0CO,12/27/2023 10:15,3.2,1.4,91.99,330,18,0,30.15,,10,29,BKN,,,,700,,,,,,,,,,,-18.16,K0CO 271715Z AUTO 33018G29KT 10SM BKN007 M16/M17 A3015 RMK AO2,
0CO,12/27/2023 10:35,5,1.4,84.68,350,17,0,30.15,,10,28,SCT,,,,300,,,,,,,,,,,-15.3,K0CO 271735Z AUTO 35017G28KT 10SM SCT003 M15/M17 A3015 RMK AO2,
0CO,12/27/2023 10:55,5,1.4,84.68,330,20,0,30.14,,10,28,SCT,BKN,,,300,4700,,,,,,,,,,-16.72,K0CO 271755Z AUTO 33020G28KT 10SM SCT003 BKN047 M15/M17 A3014 RMK AO2,
0CO,12/27/2023 11:15,5,1.4,84.68,330,24,0,30.13,,10,28,SCT,,,,4900,,,,,,,,,,,-18.37,K0CO 271815Z AUTO 33024G28KT 10SM SCT049 M15/M17 A3013 RMK AO2,
0CO,12/27/2023 11:35,5,1.4,84.68,340,18,0,30.13,,10,26,SCT,SCT,SCT,,2500,3300,4100,,,,,,,,,-15.79,K0CO 271835Z AUTO 34018G26KT 10SM SCT025 SCT033 SCT041 M15/M17 A3013 RMK AO2,
0CO,12/27/2023 11:55,5,3.2,92.06,360,8,0,30.13,,10,16,SCT,OVC,,,2700,3300,,,,,,,,,,-9.15,K0CO 271855Z AUTO 36008G16KT 10SM SCT027 OVC033 M15/M16 A3013 RMK AO2,
0CO,12/27/2023 12:15,6.8,3.2,84.8,350,13,0,30.13,,0.5,20,OVC,,,,2700,,,,FZFG,,,,,,,-10.72,K0CO 271915Z AUTO 35013G20KT 1/2SM FZFG OVC027 M14/M16 A3013 RMK AO2,
0CO,12/27/2023 12:35,6.8,3.2,84.8,360,8,0,30.13,,0.25,15,OVC,,,,100,,,,FZFG,,,,,,,-6.93,K0CO 271935Z AUTO 36008G15KT 331V031 M1/4SM FZFG OVC001 M14/M16 A3013 RMK AO2,
0CO,12/27/2023 12:55,6.8,3.2,84.8,350,13,0,30.12,,0.25,17,OVC,,,,100,,,,FZFG,,,,,,,-10.72,K0CO 271955Z AUTO 35013G17KT M1/4SM FZFG OVC001 M14/M16 A3012 RMK AO2,
0CO,12/27/2023 13:15,6.8,3.2,84.8,350,11,0,30.12,,0.5,20,OVC,,,,100,,,,#NAME?,,,,,,,-9.38,K0CO 272015Z AUTO 35011G20KT 1/2SM -SN OVC001 M14/M16 A3012 RMK AO2,
0CO,12/27/2023 13:35,6.8,3.2,84.8,360,11,0,30.12,,0.25,19,OVC,,,,100,,,,#NAME?,,,,,,,-9.38,K0CO 272035Z AUTO 36011G19KT 1/4SM -SN OVC001 M14/M16 A3012 RMK AO2 VIS M1/4V1 1/2,
0CO,12/27/2023 13:55,6.8,3.2,84.8,360,4,0,30.13,,2,19,BKN,,,,100,,,,BR,,,,,,,-2.01,K0CO 272055Z AUTO 36004G19KT 2SM BR BKN001 M14/M16 A3013 RMK AO2 VIS 1V5,
0CO,12/27/2023 14:15,6.8,3.2,84.8,350,11,0,30.13,,0.25,14,OVC,,,,100,,,,FZFG,,,,,,,-9.38,K0CO 272115Z AUTO 35011G14KT M1/4SM FZFG OVC001 M14/M16 A3013 RMK AO2,
0CO,12/27/2023 14:35,6.8,3.2,84.8,360,9,0,30.14,,0.25,16,OVC,,,,100,,,,FZFG,,,,,,,-7.82,K0CO 272135Z AUTO 36009G16KT M1/4SM FZFG OVC001 M14/M16 A3014 RMK AO2,
0CO,12/27/2023 14:55,6.8,3.2,84.8,360,7,0,30.14,,0.25,16,OVC,,,,100,,,,FZFG,,,,,,,-5.94,K0CO 272155Z AUTO 36007G16KT M1/4SM FZFG OVC001 M14/M16 A3014 RMK AO2,
0CO,12/27/2023 15:15,6.8,3.2,84.8,10,6,0,30.15,,0.25,15,OVC,,,,100,,,,#NAME?,,,,,,,-4.82,K0CO 272215Z AUTO 01006G15KT M1/4SM -SN OVC001 M14/M16 A3015 RMK AO2,
0CO,12/27/2023 15:35,6.8,3.2,84.8,360,8,0,30.15,,0.25,14,OVC,,,,100,,,,FZFG,,,,,,,-6.93,K0CO 272235Z AUTO 36008G14KT M1/4SM FZFG OVC001 M14/M16 A3015 RMK AO2,
0CO,12/27/2023 15:55,6.8,3.2,84.8,10,6,0,30.15,,0.25,,OVC,,,,100,,,,#NAME?,,,,,,,-4.82,K0CO 272255Z AUTO 01006KT M1/4SM -SN OVC001 M14/M16 A3015 RMK AO2,
0CO,12/27/2023 16:15,6.8,3.2,84.8,360,8,0,30.15,,0.25,18,OVC,,,,100,,,,FZFG,,,,,,,-6.93,K0CO 272315Z AUTO 36008G18KT 341V051 M1/4SM FZFG OVC001 M14/M16 A3015 RMK AO2,
0CO,12/27/2023 16:35,5,3.2,92.06,350,11,0,30.17,,0.25,18,OVC,,,,100,,,,#NAME?,,,,,,,-11.65,K0CO 272335Z AUTO 35011G18KT M1/4SM -SN OVC001 M15/M16 A3017 RMK AO2,
0CO,12/27/2023 16:55,5,1.4,84.68,340,17,0,30.15,,0.25,23,OVC,,,,100,,,,FZFG,,,,,,,-15.3,K0CO 272355Z AUTO 34017G23KT M1/4SM FZFG OVC001 M15/M17 A3015 RMK AO2,
0CO,12/27/2023 17:15,5,1.4,84.68,360,7,0,30.17,,0.25,,OVC,,,,100,,,,#NAME?,,,,,,,-8.13,K0CO 280015Z AUTO 36007KT 1/4SM -SN OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 17:35,5,3.2,92.06,360,12,0,30.17,,0.25,24,OVC,,,,100,,,,#NAME?,,,,,,,-12.36,K0CO 280035Z AUTO 36012G24KT M1/4SM -SN OVC001 M15/M16 A3017 RMK AO2,
0CO,12/27/2023 17:55,5,1.4,84.68,350,14,0,30.17,,0.25,20,OVC,,,,100,,,,FZFG,,,,,,,-13.64,K0CO 280055Z AUTO 35014G20KT 1/4SM FZFG OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 18:15,5,1.4,84.68,340,17,0,30.17,,0.25,23,OVC,,,,100,,,,FZFG,,,,,,,-15.3,K0CO 280115Z AUTO 34017G23KT 1/4SM FZFG OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 18:35,5,3.2,92.06,340,18,0,30.17,,0.25,26,OVC,,,,100,,,,#NAME?,,,,,,,-15.79,K0CO 280135Z AUTO 34018G26KT 1/4SM -SN OVC001 M15/M16 A3017 RMK AO2,
0CO,12/27/2023 18:55,5,3.2,92.06,360,13,0,30.17,,0.25,22,OVC,,,,100,,,,#NAME?,,,,,,,-13.02,K0CO 280155Z AUTO 36013G22KT 331V031 1/4SM -SN OVC001 M15/M16 A3017 RMK AO2,
0CO,12/27/2023 19:15,5,3.2,92.06,360,11,0,30.18,,0.25,20,OVC,,,,100,,,,#NAME?,,,,,,,-11.65,K0CO 280215Z AUTO 36011G20KT 1/4SM -SN OVC001 M15/M16 A3018 RMK AO2,
0CO,12/27/2023 19:35,5,1.4,84.68,350,13,0,30.17,,0.25,21,OVC,,,,100,,,,#NAME?,,,,,,,-13.02,K0CO 280235Z AUTO 35013G21KT 1/4SM -SN OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 19:55,5,1.4,84.68,20,5,0,30.18,,0.25,17,OVC,,,,100,,,,#NAME?,,,,,,,-5.67,K0CO 280255Z AUTO 02005G17KT 1/4SM -SN OVC001 M15/M17 A3018 RMK AO2,
0CO,12/27/2023 20:15,5,3.2,92.06,360,9,0,30.17,,0.25,19,OVC,,,,100,,,,FZFG,,,,,,,-10.06,K0CO 280315Z AUTO 36009G19KT 1/4SM FZFG OVC001 M15/M16 A3017 RMK AO2,
0CO,12/27/2023 20:35,5,1.4,84.68,360,10,0,30.17,,0.25,18,OVC,,,,100,,,,#NAME?,,,,,,,-10.89,K0CO 280335Z AUTO 36010G18KT 1/4SM -SN OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 20:55,5,1.4,84.68,340,16,0,30.17,,0.25,22,OVC,,,,100,,,,FZFG,,,,,,,-14.77,K0CO 280355Z AUTO 34016G22KT 1/4SM FZFG OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 21:15,5,1.4,84.68,350,12,0,30.17,,0.25,20,OVC,,,,100,,,,FZFG,,,,,,,-12.36,K0CO 280415Z AUTO 35012G20KT 1/4SM FZFG OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 21:35,5,1.4,84.68,350,17,0,30.17,,0.25,21,OVC,,,,100,,,,FZFG,,,,,,,-15.3,K0CO 280435Z AUTO 35017G21KT 1/4SM FZFG OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 21:55,5,1.4,84.68,340,21,0,30.17,,0.5,28,OVC,,,,100,,,,FZFG,,,,,,,-17.16,K0CO 280455Z AUTO 34021G28KT 1/2SM FZFG OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 22:15,5,1.4,84.68,350,16,0,30.17,,0.5,25,OVC,,,,100,,,,FZFG,,,,,,,-14.77,K0CO 280515Z AUTO 35016G25KT 1/2SM FZFG OVC001 M15/M17 A3017 RMK AO2,
0CO,12/27/2023 22:35,5,1.4,84.68,350,14,0,30.17,,1,22,OVC,,,,100,,,,BR,,,,,,,-13.64,K0CO 280535Z AUTO 35014G22KT 1SM BR OVC001 M15/M17 A3017 RMK AO2 VIS 1/2V1 3/4,
0CO,12/27/2023 22:55,3.2,-0.4,84.56,360,13,0,30.17,,7,21,SCT,,,,100,,,,,,,,,,,-15.33,K0CO 280555Z AUTO 36013G21KT 7SM SCT001 M16/M18 A3017 RMK AO2,
0CO,12/27/2023 23:15,3.2,-0.4,84.56,10,7,0,30.17,,2.5,17,SCT,,,,100,,,,BR,,,,,,,-10.33,K0CO 280615Z AUTO 01007G17KT 341V041 2 1/2SM BR SCT001 M16/M18 A3017 RMK AO2 VIS 1 1/4V5,
0CO,12/27/2023 23:35,3.2,-0.4,84.56,360,6,0,30.17,,0.5,14,OVC,,,,100,,,,FZFG,,,,,,,-9.16,K0CO 280635Z AUTO 36006G14KT 1/2SM FZFG OVC001 M16/M18 A3017 RMK AO2,
0CO,12/27/2023 23:55,3.2,-0.4,84.56,10,8,0,30.17,,4,17,BKN,,,,100,,,,BR,,,,,,,-11.36,K0CO 280655Z AUTO 01008G17KT 4SM BR BKN001 M16/M18 A3017 RMK AO2,
0CO,12/28/2023 0:15,3.2,-0.4,84.56,10,8,0,30.17,,4,,SCT,,,,100,,,,BR,,,,,,,-11.36,K0CO 280715Z AUTO 01008KT 4SM BR SCT001 M16/M18 A3017 RMK AO2,
0CO,12/28/2023 0:35,3.2,1.4,91.99,360,9,0,30.17,,10,17,CLR,,,,,,,,,,,,,,,-12.3,K0CO 280735Z AUTO 36009G17KT 10SM CLR M16/M17 A3017 RMK AO2,
0CO,12/28/2023 0:55,3.2,-0.4,84.56,360,10,0,30.17,,10,20,CLR,,,,,,,,,,,,,,,-13.15,K0CO 280755Z AUTO 36010G20KT 10SM CLR M16/M18 A3017 RMK AO2,
0CO,12/28/2023 1:15,3.2,1.4,91.99,10,8,0,30.17,,10,14,CLR,,,,,,,,,,,,,,,-11.36,K0CO 280815Z AUTO 01008G14KT 10SM CLR M16/M17 A3017 RMK AO2,
0CO,12/28/2023 1:35,5,1.4,84.68,10,6,0,30.17,,10,,CLR,,,,,,,,,,,,,,,-6.99,K0CO 280835Z AUTO 01006KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 1:55,5,1.4,84.68,20,5,0,30.17,,10,,CLR,,,,,,,,,,,,,,,-5.67,K0CO 280855Z AUTO 02005KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 2:15,5,1.4,84.68,30,6,0,30.17,,10,,CLR,,,,,,,,,,,,,,,-6.99,K0CO 280915Z AUTO 03006KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 2:35,5,1.4,84.68,30,5,0,30.18,,10,,CLR,,,,,,,,,,,,,,,-5.67,K0CO 280935Z AUTO 03005KT 10SM CLR M15/M17 A3018 RMK AO2,
0CO,12/28/2023 2:55,5,1.4,84.68,10,8,0,30.18,,10,,CLR,,,,,,,,,,,,,,,-9.15,K0CO 280955Z AUTO 01008KT 10SM CLR M15/M17 A3018 RMK AO2,
0CO,12/28/2023 3:15,5,1.4,84.68,10,7,0,30.18,,10,,CLR,,,,,,,,,,,,,,,-8.13,K0CO 281015Z AUTO 01007KT 10SM CLR M15/M17 A3018 RMK AO2,
0CO,12/28/2023 3:35,5,1.4,84.68,10,7,0,30.17,,10,,CLR,,,,,,,,,,,,,,,-8.13,K0CO 281035Z AUTO 01007KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 3:55,5,1.4,84.68,10,7,0,30.17,,10,,CLR,,,,,,,,,,,,,,,-8.13,K0CO 281055Z AUTO 01007KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 4:15,5,1.4,84.68,10,7,0,30.17,,10,,CLR,,,,,,,,,,,,,,,-8.13,K0CO 281115Z AUTO 01007KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 4:35,5,1.4,84.68,360,9,0,30.17,,10,19,CLR,,,,,,,,,,,,,,,-10.06,K0CO 281135Z AUTO 36009G19KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 4:55,5,1.4,84.68,350,12,0,30.17,,10,16,CLR,,,,,,,,,,,,,,,-12.36,K0CO 281155Z AUTO 35012G16KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 5:15,5,3.2,92.06,360,9,0,30.18,,10,19,CLR,,,,,,,,,,,,,,,-10.06,K0CO 281215Z AUTO 36009G19KT 10SM CLR M15/M16 A3018 RMK AO2,
0CO,12/28/2023 5:35,5,1.4,84.68,10,7,0,30.17,,10,,CLR,,,,,,,,,,,,,,,-8.13,K0CO 281235Z AUTO 01007KT 10SM CLR M15/M17 A3017 RMK AO2,
0CO,12/28/2023 5:55,5,1.4,84.68,10,5,0,30.19,,10,,CLR,,,,,,,,,,,,,,,-5.67,K0CO 281255Z AUTO 01005KT 10SM CLR M15/M17 A3019 RMK AO2,
0CO,12/28/2023 6:15,5,1.4,84.68,360,6,0,30.19,,10,,CLR,,,,,,,,,,,,,,,-6.99,K0CO 281315Z AUTO 36006KT 10SM CLR M15/M17 A3019 RMK AO2,
0CO,12/28/2023 6:35,5,1.4,84.68,10,7,0,30.19,,10,,CLR,,,,,,,,,,,,,,,-8.13,K0CO 281335Z AUTO 01007KT 10SM CLR M15/M17 A3019 RMK AO2,
0CO,12/28/2023 6:55,5,1.4,84.68,10,7,0,30.19,,10,,CLR,,,,,,,,,,,,,,,-8.13,K0CO 281355Z AUTO 01007KT 10SM CLR M15/M17 A3019 RMK AO2,
0CO,12/28/2023 7:15,5,1.4,84.68,350,13,0,30.2,,10,19,CLR,,,,,,,,,,,,,,,-13.02,K0CO 281415Z AUTO 35013G19KT 10SM CLR M15/M17 A3020 RMK AO2,
0CO,12/28/2023 7:35,5,3.2,92.06,10,7,0,30.21,,10,17,CLR,,,,,,,,,,,,,,,-8.13,K0CO 281435Z AUTO 01007G17KT 10SM CLR M15/M16 A3021 RMK AO2,
0CO,12/28/2023 7:55,6.8,3.2,84.8,10,7,0,30.22,,10,17,CLR,,,,,,,,,,,,,,,-5.94,K0CO 281455Z AUTO 01007G17KT 331V041 10SM CLR M14/M16 A3022 RMK AO2,
0CO,12/28/2023 8:15,6.8,3.2,84.8,360,6,0,30.23,,10,,CLR,,,,,,,,,,,,,,,-4.82,K0CO 281515Z AUTO 36006KT 10SM CLR M14/M16 A3023 RMK AO2,
0CO,12/28/2023 8:35,6.8,3.2,84.8,350,8,0,30.24,,10,18,CLR,,,,,,,,,,,,,,,-6.93,K0CO 281535Z AUTO 35008G18KT 10SM CLR M14/M16 A3024 RMK AO2,
0CO,12/28/2023 8:55,6.8,3.2,84.8,360,7,0,30.25,,10,17,CLR,,,,,,,,,,,,,,,-5.94,K0CO 281555Z AUTO 36007G17KT 331V031 10SM CLR M14/M16 A3025 RMK AO2,
0CO,12/28/2023 9:15,6.8,3.2,84.8,360,8,0,30.26,,10,14,CLR,,,,,,,,,,,,,,,-6.93,K0CO 281615Z AUTO 36008G14KT 10SM CLR M14/M16 A3026 RMK AO2,
0CO,12/28/2023 9:35,6.8,3.2,84.8,360,9,0,30.27,,10,22,CLR,,,,,,,,,,,,,,,-7.82,K0CO 281635Z AUTO 36009G22KT 321V041 10SM CLR M14/M16 A3027 RMK AO2,
0CO,12/28/2023 9:55,6.8,3.2,84.8,360,9,0,30.27,,10,22,CLR,,,,,,,,,,,,,,,-7.82,K0CO 281655Z AUTO 36009G22KT 10SM CLR M14/M16 A3027 RMK AO2,
0CO,12/28/2023 10:15,8.6,3.2,78.18,360,8,0,30.28,,10,15,CLR,,,,,,,,,,,,,,,-4.71,K0CO 281715Z AUTO 36008G15KT 311V031 10SM CLR M13/M16 A3028 RMK AO2,
0CO,12/28/2023 10:35,8.6,5,84.93,360,7,0,30.27,,10,21,CLR,,,,,,,,,,,,,,,-3.74,K0CO 281735Z AUTO 36007G21KT 10SM CLR M13/M15 A3027 RMK AO2,
0CO,12/28/2023 10:55,8.6,5,84.93,360,8,0,30.27,,10,,CLR,,,,,,,,,,,,,,,-4.71,K0CO 281755Z AUTO 36008KT 321V051 10SM CLR M13/M15 A3027 RMK AO2,
0CO,12/28/2023 11:15,8.6,5,84.93,360,7,0,30.27,,10,16,CLR,,,,,,,,,,,,,,,-3.74,K0CO 281815Z AUTO 36007G16KT 311V051 10SM CLR M13/M15 A3027 RMK AO2,
0CO,12/28/2023 11:35,8.6,5,84.93,350,7,0,30.27,,10,,CLR,,,,,,,,,,,,,,,-3.74,K0CO 281835Z AUTO 35007KT 10SM CLR M13/M15 A3027 RMK AO2,
0CO,12/28/2023 11:55,10.4,5,78.35,10,7,0,30.26,,10,17,CLR,,,,,,,,,,,,,,,-1.55,K0CO 281855Z AUTO 01007G17KT 251V071 10SM CLR M12/M15 A3026 RMK AO2,
0CO,12/28/2023 12:15,10.4,5,78.35,10,6,0,30.26,,10,,CLR,,,,,,,,,,,,,,,-0.48,K0CO 281915Z AUTO 01006KT 10SM CLR M12/M15 A3026 RMK AO2,
0CO,12/28/2023 12:35,10.4,6.8,85.05,10,6,0,30.26,,10,,CLR,,,,,,,,,,,,,,,-0.48,K0CO 281935Z AUTO 01006KT 321V041 10SM CLR M12/M14 A3026 RMK AO2,
0CO,12/28/2023 12:55,10.4,6.8,85.05,10,8,0,30.26,,10,19,CLR,,,,,,,,,,,,,,,-2.49,K0CO 281955Z AUTO 01008G19KT 331V031 10SM CLR M12/M14 A3026 RMK AO2,
0CO,12/28/2023 13:15,10.4,8.6,92.25,10,7,0,30.26,,10,,CLR,,,,,,,,,,,,,,,-1.55,K0CO 282015Z AUTO 01007KT 10SM CLR M12/M13 A3026 RMK AO2,
0CO,12/28/2023 13:35,10.4,8.6,92.25,360,8,0,30.25,,10,18,CLR,,,,,,,,,,,,,,,-2.49,K0CO 282035Z AUTO 36008G18KT 10SM CLR M12/M13 A3025 RMK AO2,
0CO,12/28/2023 13:55,10.4,8.6,92.25,350,9,0,30.26,,10,16,CLR,,,,,,,,,,,,,,,-3.34,K0CO 282055Z AUTO 35009G16KT 291V051 10SM CLR M12/M13 A3026 RMK AO2,
0CO,12/28/2023 14:15,10.4,8.6,92.25,350,7,0,30.26,,10,,CLR,,,,,,,,,,,,,,,-1.55,K0CO 282115Z AUTO 35007KT 211V081 10SM CLR M12/M13 A3026 RMK AO2,
