station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
0CO,8/24/2024 23:35,42.8,33.8,70.28,270,9,0,30.68,,10,,BKN,,,,9000,,,,,,,,,,,36.94,K0CO 250535Z AUTO 27009KT 10SM BKN090 06/01 A3068 RMK AO2,
0CO,8/24/2024 23:55,42.8,33.8,70.28,270,11,0,30.68,,10,14,SCT,SCT,,,9000,12000,,,,,,,,,,36.11,K0CO 250555Z AUTO 27011G14KT 10SM SCT090 SCT120 06/01 A3068 RMK AO2,
0CO,8/25/2024 0:15,42.8,33.8,70.28,260,11,0,30.67,,10,17,SCT,SCT,BKN,,7000,10000,12000,,,,,,,,,36.11,K0CO 250615Z AUTO 26011G17KT 10SM SCT070 SCT100 BKN120 06/01 A3067 RMK AO2,
0CO,8/25/2024 0:35,42.8,33.8,70.28,300,10,0,30.67,,10,,SCT,BKN,OVC,,7000,7500,11000,,,,,,,,,36.51,K0CO 250635Z AUTO 30010KT 10SM SCT070 BKN075 OVC110 06/01 A3067 RMK AO2,
0CO,8/25/2024 0:55,41,33.8,75.33,330,10,0,30.66,,10,20,SCT,OVC,,,6500,10000,,,,,,,,,,34.25,K0CO 250655Z AUTO 33010G20KT 301V031 10SM SCT065 OVC100 05/01 A3066 RMK AO2,
0CO,8/25/2024 1:15,39.2,33.8,80.79,300,11,0,30.64,,10,22,OVC,,,,10000,,,,,,,,,,,31.57,K0CO 250715Z AUTO 30011G22KT 10SM OVC100 04/01 A3064 RMK AO2,
0CO,8/25/2024 1:35,39.2,33.8,80.79,290,11,0,30.64,,10,16,BKN,,,,11000,,,,,,,,,,,31.57,K0CO 250735Z AUTO 29011G16KT 10SM BKN110 04/01 A3064 RMK AO2,
0CO,8/25/2024 1:55,39.2,33.8,80.79,290,12,0,30.64,,10,,BKN,BKN,,,9000,11000,,,,,,,,,,31.17,K0CO 250755Z AUTO 29012KT 10SM BKN090 BKN110 04/01 A3064 RMK AO2,
0CO,8/25/2024 2:15,39.2,33.8,80.79,300,14,0,30.63,,10,19,BKN,OVC,,,10000,12000,,,,,,,,,,30.44,K0CO 250815Z AUTO 30014G19KT 10SM BKN100 OVC120 04/01 A3063 RMK AO2,
0CO,8/25/2024 2:35,41,33.8,75.33,290,15,0,30.64,,10,19,SCT,,,,11000,,,,,,,,,,,32.45,K0CO 250835Z AUTO 29015G19KT 10SM SCT110 05/01 A3064 RMK AO2,
0CO,8/25/2024 2:55,41,33.8,75.33,290,17,0,30.64,,10,24,SCT,,,,12000,,,,,,,,,,,31.87,K0CO 250855Z AUTO 29017G24KT 10SM SCT120 05/01 A3064 RMK AO2,
0CO,8/25/2024 3:15,39.2,33.8,80.79,290,12,0,30.64,,10,19,SCT,SCT,,,5000,12000,,,,,,,,,,31.17,K0CO 250915Z AUTO 29012G19KT 10SM SCT050 SCT120 04/01 A3064 RMK AO2,
0CO,8/25/2024 3:35,37.4,33.8,86.69,300,15,0,30.63,,10,21,SCT,BKN,,,5000,12000,,,,,,,,,,27.78,K0CO 250935Z AUTO 30015G21KT 10SM SCT050 BKN120 03/01 A3063 RMK AO2,
0CO,8/25/2024 3:55,39.2,33.8,80.79,280,13,0,30.65,,10,19,OVC,,,,12000,,,,,,,,,,,30.79,K0CO 250955Z AUTO 28013G19KT 10SM OVC120 04/01 A3065 RMK AO2,
0CO,8/25/2024 4:15,37.4,33.8,86.69,310,12,0,30.65,,10,20,BKN,,,,12000,,,,,,,,,,,28.87,K0CO 251015Z AUTO 31012G20KT 10SM BKN120 03/01 A3065 RMK AO2,
0CO,8/25/2024 4:35,37.4,32,80.65,290,14,0,30.65,,10,20,SCT,,,,12000,,,,,,,,,,,28.12,K0CO 251035Z AUTO 29014G20KT 10SM SCT120 03/00 A3065 RMK AO2,
0CO,8/25/2024 4:55,39.2,32,75.16,290,15,0,30.66,,10,24,CLR,,,,,,,,,,,,,,,30.11,K0CO 251055Z AUTO 29015G24KT 10SM CLR 04/00 A3066 RMK AO2,
0CO,8/25/2024 5:15,39.2,32,75.16,290,20,0,30.65,,10,25,CLR,,,,,,,,,,,,,,,28.7,K0CO 251115Z AUTO 29020G25KT 10SM CLR 04/00 A3065 RMK AO2,
0CO,8/25/2024 5:35,37.4,32,80.65,280,19,0,30.66,,10,26,CLR,,,,,,,,,,,,,,,26.58,K0CO 251135Z AUTO 28019G26KT 10SM CLR 03/00 A3066 RMK AO2,
0CO,8/25/2024 5:55,37.4,32,80.65,280,21,0,30.67,,10,26,CLR,,,,,,,,,,,,,,,26.06,K0CO 251155Z AUTO 28021G26KT 10SM CLR 03/00 A3067 RMK AO2,
0CO,8/25/2024 6:15,39.2,30.2,69.88,270,21,0,30.67,,10,29,CLR,,,,,,,,,,,,,,,28.46,K0CO 251215Z AUTO 27021G29KT 10SM CLR 04/M01 A3067 RMK AO2,
0CO,8/25/2024 6:35,39.2,28.4,64.93,280,17,0,30.68,,10,29,CLR,,,,,,,,,,,,,,,29.51,K0CO 251235Z AUTO 28017G29KT 10SM CLR 04/M02 A3068 RMK AO2,
0CO,8/25/2024 6:55,39.2,30.2,69.88,280,20,0,30.69,,10,27,CLR,,,,,,,,,,,,,,,28.7,K0CO 251255Z AUTO 28020G27KT 10SM CLR 04/M01 A3069 RMK AO2,
0CO,8/25/2024 7:15,39.2,30.2,69.88,280,23,0,30.69,,10,33,CLR,,,,,,,,,,,,,,,27.99,K0CO 251315Z AUTO 28023G33KT 10SM CLR 04/M01 A3069 RMK AO2,
0CO,8/25/2024 7:35,39.2,30.2,69.88,280,24,0,30.69,,10,32,CLR,,,,,,,,,,,,,,,27.77,K0CO 251335Z AUTO 28024G32KT 10SM CLR 04/M01 A3069 RMK AO2,
0CO,8/25/2024 7:55,41,30.2,65.16,280,24,0,30.7,,10,29,CLR,,,,,,,,,,,,,,,30.2,K0CO 251355Z AUTO 28024G29KT 10SM CLR 05/M01 A3070 RMK AO2,
0CO,8/25/2024 8:15,41,28.4,60.54,290,17,0,30.7,,10,27,CLR,,,,,,,,,,,,,,,31.87,K0CO 251415Z AUTO 29017G27KT 10SM CLR 05/M02 A3070 RMK AO2,
0CO,8/25/2024 8:35,41,30.2,65.16,260,9,0,30.72,,10,24,CLR,,,,,,,,,,,,,,,34.7,K0CO 251435Z AUTO 26009G24KT 231V291 10SM CLR 05/M01 A3072 RMK AO2,
0CO,8/25/2024 8:55,42.8,28.4,56.48,300,13,0,30.72,,10,20,CLR,,,,,,,,,,,,,,,35.4,K0CO 251455Z AUTO 30013G20KT 10SM CLR 06/M02 A3072 RMK AO2,
0CO,8/25/2024 9:15,42.8,28.4,56.48,250,8,0,30.74,,10,21,CLR,,,,,,,,,,,,,,,37.42,K0CO 251515Z AUTO 25008G21KT 10SM CLR 06/M02 A3074 RMK AO2,
0CO,8/25/2024 9:35,44.6,30.2,56.74,280,11,0,30.74,,10,23,CLR,,,,,,,,,,,,,,,38.39,K0CO 251535Z AUTO 28011G23KT 231V301 10SM CLR 07/M01 A3074 RMK AO2,
0CO,8/25/2024 9:55,44.6,30.2,56.74,240,14,0,30.74,,10,26,CLR,,,,,,,,,,,,,,,37.4,K0CO 251555Z AUTO 24014G26KT 10SM CLR 07/M01 A3074 RMK AO2,
0CO,8/25/2024 10:15,44.6,30.2,56.74,280,11,0,30.75,,10,16,CLR,,,,,,,,,,,,,,,38.39,K0CO 251615Z AUTO 28011G16KT 10SM CLR 07/M01 A3075 RMK AO2,
0CO,8/25/2024 10:35,46.4,28.4,49.24,260,23,0,30.75,,10,37,CLR,,,,,,,,,,,,,,,37.67,K0CO 251635Z AUTO 26023G37KT 10SM CLR 08/M02 A3075 RMK AO2,
0CO,8/25/2024 10:55,46.4,28.4,49.24,260,17,0,30.75,,10,24,CLR,,,,,,,,,,,,,,,38.94,K0CO 251655Z AUTO 26017G24KT 231V291 10SM CLR 08/M02 A3075 RMK AO2,
0CO,8/25/2024 11:15,44.6,30.2,56.74,250,13,0,30.76,,10,24,CLR,,,,,,,,,,,,,,,37.71,K0CO 251715Z AUTO 25013G24KT 10SM CLR 07/M01 A3076 RMK AO2,
0CO,8/25/2024 11:35,46.4,30.2,53,260,17,0,30.75,,10,29,CLR,,,,,,,,,,,,,,,38.94,K0CO 251735Z AUTO 26017G29KT 10SM CLR 08/M01 A3075 RMK AO2,
0CO,8/25/2024 11:55,46.4,30.2,53,270,15,0,30.77,,10,24,SCT,SCT,,,4500,5000,,,,,,,,,,39.45,K0CO 251755Z AUTO 27015G24KT 10SM SCT045 SCT050 08/M01 A3077 RMK AO2,
0CO,8/25/2024 12:15,48.2,30.2,49.53,270,10,0,30.76,,10,29,SCT,BKN,,,4300,5000,,,,,,,,,,43.28,K0CO 251815Z AUTO 27010G29KT 10SM SCT043 BKN050 09/M01 A3076 RMK AO2,
0CO,8/25/2024 12:35,46.4,30.2,53,270,15,0,30.77,,10,24,BKN,OVC,,,4300,5000,,,,,,,,,,39.45,K0CO 251835Z AUTO 27015G24KT 10SM BKN043 OVC050 08/M01 A3077 RMK AO2,
0CO,8/25/2024 12:55,42.8,35.6,75.5,300,13,0,30.77,,10,20,SCT,SCT,OVC,,1500,2800,4100,,,,,,,,,35.4,K0CO 251855Z AUTO 30013G20KT 10SM SCT015 SCT028 OVC041 06/02 A3077 RMK AO2,
0CO,8/25/2024 13:15,41,33.8,75.33,290,6,0,30.78,,10,15,SCT,BKN,OVC,,1500,2900,5000,,,,,,,,,36.37,K0CO 251915Z AUTO 29006G15KT 10SM SCT015 BKN029 OVC050 05/01 A3078 RMK AO2,
0CO,8/25/2024 13:35,44.6,35.6,70.48,310,7,0,30.77,,10,,SCT,SCT,BKN,,2400,3100,6500,,,,,,,,,40.14,K0CO 251935Z AUTO 31007KT 221V341 10SM SCT024 SCT031 BKN065 07/02 A3077 RMK AO2,
0CO,8/25/2024 13:55,44.6,35.6,70.48,300,16,0,30.77,,10,,SCT,SCT,SCT,,3600,4100,6500,,,,,,,,,36.84,K0CO 251955Z AUTO 30016KT 10SM SCT036 SCT041 SCT065 07/02 A3077 RMK AO2,
0CO,8/25/2024 14:15,46.4,35.6,65.83,350,3,0,30.77,,10,18,SCT,SCT,BKN,,4400,5500,8000,,,,,,,,,45.15,K0CO 252015Z AUTO 35003G18KT 10SM SCT044 SCT055 BKN080 08/02 A3077 RMK AO2,
0CO,8/25/2024 14:35,46.4,35.6,65.83,330,6,0,30.75,,10,,SCT,SCT,OVC,,3900,4700,8000,,,,,,,,,42.87,K0CO 252035Z AUTO 33006KT 201V051 10SM SCT039 SCT047 OVC080 08/02 A3075 RMK AO2,
0CO,8/25/2024 14:55,46.4,33.8,61.28,310,6,0,30.77,,10,,BKN,OVC,,,6000,9000,,,,,,,,,,42.87,K0CO 252055Z AUTO 31006KT 10SM BKN060 OVC090 08/01 A3077 RMK AO2,
0CO,8/25/2024 15:15,44.6,35.6,70.48,310,4,0,30.77,,7,,SCT,BKN,OVC,,3100,5000,6000,,RA,,,,,,,42.13,K0CO 252115Z AUTO 31004KT 7SM RA SCT031 BKN050 OVC060 07/02 A3077 RMK AO2,
0CO,8/25/2024 15:35,42.8,39.2,86.99,110,6,0.02,30.77,,7,,SCT,BKN,OVC,,2500,3900,4700,,#NAME?,,,,,,,38.54,K0CO 252135Z AUTO 11006KT 7SM -RA SCT025 BKN039 OVC047 06/04 A3077 RMK AO2 P0002,
0CO,8/25/2024 15:55,41,37.4,86.89,70,10,0.02,30.76,,10,14,SCT,BKN,OVC,,100,3900,6500,,,,,,,,,34.25,K0CO 252155Z AUTO 07010G14KT 10SM SCT001 BKN039 OVC065 05/03 A3076 RMK AO2 P0002,
0CO,8/25/2024 16:15,39.2,39.2,100,60,7,0,30.76,,0.25,,OVC,,,,100,,,,FG,,,,,,,33.56,K0CO 252215Z AUTO 06007KT M1/4SM FG OVC001 04/04 A3076 RMK AO2,
0CO,8/25/2024 16:35,37.4,37.4,100,30,4,0,30.77,,0.25,21,OVC,,,,100,,,,FG,,,,,,,33.73,K0CO 252235Z AUTO 03004G21KT M1/4SM FG OVC001 03/03 A3077 RMK AO2,
0CO,8/25/2024 16:55,37.4,37.4,100,330,7,0,30.75,,0.25,,OVC,,,,100,,,,FG,,,,,,,31.36,K0CO 252255Z AUTO 33007KT 231V021 M1/4SM FG OVC001 03/03 A3075 RMK AO2,
0CO,8/25/2024 17:15,39.2,37.4,93.19,30,6,0,30.75,,0.25,15,OVC,,,,100,,,,FG,,,,,,,34.2,K0CO 252315Z AUTO 03006G15KT M1/4SM FG OVC001 04/03 A3075 RMK AO2,
0CO,8/25/2024 17:35,41,35.6,80.93,220,3,0,30.75,,10,,SCT,BKN,OVC,,100,5000,8000,,,,,,,,,38.98,K0CO 252335Z AUTO 22003KT 10SM SCT001 BKN050 OVC080 05/02 A3075 RMK AO2,
0CO,8/25/2024 17:55,39.2,37.4,93.19,320,8,0,30.75,,10,,SCT,BKN,OVC,,3900,6000,7000,,,,,,,,,32.98,K0CO 252355Z AUTO 32008KT 271V351 10SM SCT039 BKN060 OVC070 04/03 A3075 RMK AO2,
0CO,8/25/2024 18:15,37.4,35.6,93.14,260,9,0,30.76,,10,,SCT,BKN,OVC,,3300,4500,9000,,#NAME?,,,,,,,30.23,K0CO 260015Z AUTO 26009KT 10SM -RA SCT033 BKN045 OVC090 03/02 A3076 RMK AO2,
0CO,8/25/2024 18:35,37.4,35.6,93.14,320,14,0,30.75,,10,,SCT,BKN,OVC,,3500,4500,7000,,#NAME?,,,,,,,28.12,K0CO 260035Z AUTO 32014KT 10SM -RA SCT035 BKN045 OVC070 03/02 A3075 RMK AO2,
0CO,8/25/2024 18:55,37.4,37.4,100,0,0,0,30.75,,10,,SCT,BKN,OVC,,3500,5500,6500,,#NAME?,,,,,,,37.4,K0CO 260055Z AUTO 00000KT 10SM -RA SCT035 BKN055 OVC065 03/03 A3075 RMK AO2,
0CO,8/25/2024 19:15,41,35.6,80.93,220,4,0,30.77,,10,,BKN,BKN,OVC,,3200,4000,6500,,#NAME?,,,,,,,37.93,K0CO 260115Z AUTO 22004KT 10SM -RA BKN032 BKN040 OVC065 05/02 A3077 RMK AO2,
0CO,8/25/2024 19:35,37.4,37.4,100,260,6,0.04,30.78,,0.5,16,BKN,OVC,,,100,1000,,,#NAME?,,,,,,,32.03,K0CO 260135Z AUTO 26006G16KT 1/2SM -RA BKN001 OVC010 03/03 A3078 RMK AO2 P0004,
0CO,8/25/2024 19:55,37.4,35.6,93.14,260,9,0.09,30.79,,0.75,,OVC,,,,300,,,,RA,,,,,,,30.23,K0CO 260155Z AUTO 26009KT 3/4SM RA OVC003 03/02 A3079 RMK AO2 VIS 1/4V4 P0009,
0CO,8/25/2024 20:15,35.6,35.6,100,270,6,0.01,30.78,,0.25,16,OVC,,,,100,,,,FG,,,,,,,29.87,K0CO 260215Z AUTO 27006G16KT 211V311 1/4SM FG OVC001 02/02 A3078 RMK AO2 P0001,
0CO,8/25/2024 20:35,37.4,33.8,86.69,270,9,0.01,30.77,,3,,SCT,BKN,OVC,,100,4400,5000,,#NAME?,,,,,,,30.23,K0CO 260235Z AUTO 27009KT 3SM -DZ SCT001 BKN044 OVC050 03/01 A3077 RMK AO2 P0001,
0CO,8/25/2024 20:55,37.4,33.8,86.69,260,8,0.02,30.79,,7,17,SCT,BKN,OVC,,2500,3400,5000,,#NAME?,,,,,,,30.76,K0CO 260255Z AUTO 26008G17KT 7SM -RA SCT025 BKN034 OVC050 03/01 A3079 RMK AO2 P0002,
0CO,8/25/2024 21:15,37.4,35.6,93.14,240,12,0.01,30.79,,7,21,BKN,BKN,OVC,,2200,3100,3800,,#NAME?,,,,,,,28.87,K0CO 260315Z AUTO 24012G21KT 7SM -RA BKN022 BKN031 OVC038 03/02 A3079 RMK AO2 P0001,
0CO,8/25/2024 21:35,37.4,35.6,93.14,170,19,0.02,30.8,,7,23,SCT,BKN,OVC,,1900,2400,3000,,#NAME?,,,,,,,26.58,K0CO 260335Z AUTO 17019G23KT 7SM -RA SCT019 BKN024 OVC030 03/02 A3080 RMK AO2 P0002,
0CO,8/25/2024 21:55,35.6,35.6,100,170,15,0.03,30.79,,0.5,21,BKN,BKN,OVC,,100,800,2100,,#NAME?,,,,,,,25.45,K0CO 260355Z AUTO 17015G21KT 1/2SM -RA BKN001 BKN008 OVC021 02/02 A3079 RMK AO2 P0003,
0CO,8/25/2024 22:15,35.6,35.6,100,170,13,0,30.77,,10,18,SCT,BKN,OVC,,500,6500,9000,,,,,,,,,26.18,K0CO 260415Z AUTO 17013G18KT 10SM SCT005 BKN065 OVC090 02/02 A3077 RMK AO2,
0CO,8/25/2024 22:35,37.4,33.8,86.69,160,9,0,30.77,,10,14,SCT,BKN,BKN,,7000,9000,12000,,,,,,,,,30.23,K0CO 260435Z AUTO 16009G14KT 10SM SCT070 BKN090 BKN120 03/01 A3077 RMK AO2,
0CO,8/25/2024 22:55,37.4,33.8,86.69,150,13,0,30.77,,10,20,SCT,,,,12000,,,,,,,,,,,28.49,K0CO 260455Z AUTO 15013G20KT 10SM SCT120 03/01 A3077 RMK AO2,
0CO,8/25/2024 23:15,39.2,33.8,80.79,210,10,0,30.77,,10,19,SCT,BKN,,,7500,10000,,,,,,,,,,32,K0CO 260515Z AUTO 21010G19KT 151V231 10SM SCT075 BKN100 04/01 A3077 RMK AO2,
0CO,8/25/2024 23:35,37.4,33.8,86.69,220,8,0,30.77,,10,16,BKN,BKN,BKN,,6000,7500,9000,,,,,,,,,30.76,K0CO 260535Z AUTO 22008G16KT 181V241 10SM BKN060 BKN075 BKN090 03/01 A3077 RMK AO2,
0CO,8/25/2024 23:55,37.4,33.8,86.69,190,13,0,30.75,,10,21,BKN,BKN,,,6000,12000,,,,,,,,,,28.49,K0CO 260555Z AUTO 19013G21KT 10SM BKN060 BKN120 03/01 A3075 RMK AO2,
0CO,8/26/2024 0:15,37.4,33.8,86.69,200,10,0,30.75,,10,,BKN,,,,12000,,,,,,,,,,,29.74,K0CO 260615Z AUTO 20010KT 10SM BKN120 03/01 A3075 RMK AO2,
0CO,8/26/2024 0:35,39.2,33.8,80.79,240,5,0,30.74,,10,,SCT,,,,12000,,,,,,,,,,,34.95,K0CO 260635Z AUTO 24005KT 10SM SCT120 04/01 A3074 RMK AO2,
0CO,8/26/2024 0:55,37.4,33.8,86.69,250,12,0,30.75,,10,18,CLR,,,,,,,,,,,,,,,28.87,K0CO 260655Z AUTO 25012G18KT 10SM CLR 03/01 A3075 RMK AO2,
0CO,8/26/2024 1:15,39.2,32,75.16,230,9,0,30.75,,10,20,CLR,,,,,,,,,,,,,,,32.47,K0CO 260715Z AUTO 23009G20KT 10SM CLR 04/00 A3075 RMK AO2,
0CO,8/26/2024 1:35,39.2,32,75.16,240,14,0,30.74,,10,19,CLR,,,,,,,,,,,,,,,30.44,K0CO 260735Z AUTO 24014G19KT 10SM CLR 04/00 A3074 RMK AO2,
0CO,8/26/2024 1:55,39.2,32,75.16,240,9,0,30.74,,10,15,SCT,,,,3400,,,,,,,,,,,32.47,K0CO 260755Z AUTO 24009G15KT 10SM SCT034 04/00 A3074 RMK AO2,
0CO,8/26/2024 2:15,39.2,32,75.16,220,5,0,30.75,,10,,SCT,,,,6000,,,,,,,,,,,34.95,K0CO 260815Z AUTO 22005KT 10SM SCT060 04/00 A3075 RMK AO2,
0CO,8/26/2024 2:35,41,32,70.08,230,6,0,30.74,,10,,SCT,,,,6000,,,,,,,,,,,36.37,K0CO 260835Z AUTO 23006KT 10SM SCT060 05/00 A3074 RMK AO2,
0CO,8/26/2024 2:55,41,32,70.08,160,7,0,30.74,,10,,SCT,,,,7500,,,,,,,,,,,35.75,K0CO 260855Z AUTO 16007KT 10SM SCT075 05/00 A3074 RMK AO2,
0CO,8/26/2024 3:15,41,32,70.08,230,5,0,30.74,,10,,SCT,,,,12000,,,,,,,,,,,37.08,K0CO 260915Z AUTO 23005KT 10SM SCT120 05/00 A3074 RMK AO2,
0CO,8/26/2024 3:35,41,32,70.08,140,8,0,30.74,,10,,SCT,SCT,,,8000,12000,,,,,,,,,,35.2,K0CO 260935Z AUTO 14008KT 10SM SCT080 SCT120 05/00 A3074 RMK AO2,
0CO,8/26/2024 3:55,41,32,70.08,150,8,0,30.74,,10,18,SCT,,,,8000,,,,,,,,,,,35.2,K0CO 260955Z AUTO 15008G18KT 10SM SCT080 05/00 A3074 RMK AO2,
0CO,8/26/2024 4:15,41,32,70.08,180,9,0,30.74,,10,,CLR,,,,,,,,,,,,,,,34.7,K0CO 261015Z AUTO 18009KT 151V251 10SM CLR 05/00 A3074 RMK AO2,
0CO,8/26/2024 4:35,41,32,70.08,190,9,0,30.74,,10,,SCT,BKN,,,9500,12000,,,,,,,,,,34.7,K0CO 261035Z AUTO 19009KT 171V241 10SM SCT095 BKN120 05/00 A3074 RMK AO2,
0CO,8/26/2024 4:55,41,32,70.08,220,8,0,30.74,,10,,SCT,,,,11000,,,,,,,,,,,35.2,K0CO 261055Z AUTO 22008KT 10SM SCT110 05/00 A3074 RMK AO2,
0CO,8/26/2024 5:15,39.2,32,75.16,210,8,0,30.74,,10,,SCT,,,,11000,,,,,,,,,,,32.98,K0CO 261115Z AUTO 21008KT 10SM SCT110 04/00 A3074 RMK AO2,
0CO,8/26/2024 5:35,41,32,70.08,230,11,0,30.74,,10,19,CLR,,,,,,,,,,,,,,,33.84,K0CO 261135Z AUTO 23011G19KT 10SM CLR 05/00 A3074 RMK AO2,
0CO,8/26/2024 5:55,39.2,32,75.16,250,11,0,30.74,,10,19,CLR,,,,,,,,,,,,,,,31.57,K0CO 261155Z AUTO 25011G19KT 10SM CLR 04/00 A3074 RMK AO2,
0CO,8/26/2024 6:15,39.2,32,75.16,240,9,0,30.74,,10,17,CLR,,,,,,,,,,,,,,,32.47,K0CO 261215Z AUTO 24009G17KT 10SM CLR 04/00 A3074 RMK AO2,
0CO,8/26/2024 6:35,39.2,32,75.16,250,12,0,30.75,,10,19,CLR,,,,,,,,,,,,,,,31.17,K0CO 261235Z AUTO 25012G19KT 10SM CLR 04/00 A3075 RMK AO2,
0CO,8/26/2024 6:55,39.2,32,75.16,250,11,0,30.75,,10,17,CLR,,,,,,,,,,,,,,,31.57,K0CO 261255Z AUTO 25011G17KT 10SM CLR 04/00 A3075 RMK AO2,
0CO,8/26/2024 7:15,39.2,32,75.16,250,17,0,30.74,,10,22,CLR,,,,,,,,,,,,,,,29.51,K0CO 261315Z AUTO 25017G22KT 10SM CLR 04/00 A3074 RMK AO2,
0CO,8/26/2024 7:35,37.4,32,80.65,260,16,0,30.74,,10,,CLR,,,,,,,,,,,,,,,27.46,K0CO 261335Z AUTO 26016KT 10SM CLR 03/00 A3074 RMK AO2,
0CO,8/26/2024 7:55,37.4,32,80.65,250,18,0,30.74,,10,22,CLR,,,,,,,,,,,,,,,26.86,K0CO 261355Z AUTO 25018G22KT 10SM CLR 03/00 A3074 RMK AO2,
0CO,8/26/2024 8:15,39.2,32,75.16,250,15,0,30.75,,10,,CLR,,,,,,,,,,,,,,,30.11,K0CO 261415Z AUTO 25015KT 201V261 10SM CLR 04/00 A3075 RMK AO2,
0CO,8/26/2024 8:35,39.2,32,75.16,260,16,0,30.75,,10,,CLR,,,,,,,,,,,,,,,29.8,K0CO 261435Z AUTO 26016KT 10SM CLR 04/00 A3075 RMK AO2,
0CO,8/26/2024 8:55,39.2,32,75.16,260,13,0,30.75,,10,19,CLR,,,,,,,,,,,,,,,30.79,K0CO 261455Z AUTO 26013G19KT 10SM CLR 04/00 A3075 RMK AO2,
0CO,8/26/2024 9:15,41,33.8,75.33,250,14,0,30.75,,10,22,CLR,,,,,,,,,,,,,,,32.76,K0CO 261515Z AUTO 25014G22KT 201V261 10SM CLR 05/01 A3075 RMK AO2,
0CO,8/26/2024 9:35,42.8,32,65.38,250,19,0,30.75,,10,24,CLR,,,,,,,,,,,,,,,33.72,K0CO 261535Z AUTO 25019G24KT 10SM CLR 06/00 A3075 RMK AO2,
0CO,8/26/2024 9:55,42.8,32,65.38,260,15,0,30.76,,10,24,CLR,,,,,,,,,,,,,,,34.78,K0CO 261555Z AUTO 26015G24KT 10SM CLR 06/00 A3076 RMK AO2,
0CO,8/26/2024 10:15,42.8,32,65.38,260,18,0,30.77,,10,23,SCT,SCT,,,3000,3800,,,,,,,,,,33.97,K0CO 261615Z AUTO 26018G23KT 10SM SCT030 SCT038 06/00 A3077 RMK AO2,
0CO,8/26/2024 10:35,42.8,32,65.38,270,22,0,30.77,,10,33,SCT,SCT,,,3300,4000,,,,,,,,,,33.04,K0CO 261635Z AUTO 27022G33KT 10SM SCT033 SCT040 06/00 A3077 RMK AO2,
0CO,8/26/2024 10:55,42.8,32,65.38,260,19,0,30.77,,10,23,SCT,SCT,BKN,,2500,3200,4200,,,,,,,,,33.72,K0CO 261655Z AUTO 26019G23KT 10SM SCT025 SCT032 BKN042 06/00 A3077 RMK AO2,
0CO,8/26/2024 11:15,42.8,32,65.38,260,19,0,30.77,,10,27,SCT,,,,4200,,,,,,,,,,,33.72,K0CO 261715Z AUTO 26019G27KT 10SM SCT042 06/00 A3077 RMK AO2,
0CO,8/26/2024 11:35,42.8,32,65.38,260,14,0,30.77,,10,28,SCT,,,,4800,,,,,,,,,,,35.08,K0CO 261735Z AUTO 26014G28KT 10SM SCT048 06/00 A3077 RMK AO2,
0CO,8/26/2024 11:55,44.6,32,61.03,250,16,0,30.77,,10,24,SCT,,,,6500,,,,,,,,,,,36.84,K0CO 261755Z AUTO 25016G24KT 10SM SCT065 07/00 A3077 RMK AO2,
0CO,8/26/2024 12:15,44.6,32,61.03,260,23,0,30.77,,10,27,SCT,SCT,BKN,,3300,4100,5000,,,,,,,,,35.25,K0CO 261815Z AUTO 26023G27KT 10SM SCT033 SCT041 BKN050 07/00 A3077 RMK AO2,
0CO,8/26/2024 12:35,44.6,33.8,65.61,250,9,0,30.78,,10,23,SCT,SCT,BKN,,2400,3200,4300,,,,,,,,,39.18,K0CO 261835Z AUTO 25009G23KT 10SM SCT024 SCT032 BKN043 07/01 A3078 RMK AO2,
0CO,8/26/2024 12:55,44.6,33.8,65.61,260,17,0,30.78,,10,25,SCT,SCT,SCT,,2600,3200,4200,,,,,,,,,36.58,K0CO 261855Z AUTO 26017G25KT 10SM SCT026 SCT032 SCT042 07/01 A3078 RMK AO2,
0CO,8/26/2024 13:15,44.6,30.2,56.74,260,21,0,30.77,,10,29,SCT,SCT,SCT,,3200,3900,5500,,,,,,,,,35.66,K0CO 261915Z AUTO 26021G29KT 10SM SCT032 SCT039 SCT055 07/M01 A3077 RMK AO2,
0CO,8/26/2024 13:35,44.6,30.2,56.74,250,9,0,30.77,,10,28,SCT,SCT,SCT,,4300,5000,6000,,,,,,,,,39.18,K0CO 261935Z AUTO 25009G28KT 10SM SCT043 SCT050 SCT060 07/M01 A3077 RMK AO2,
0CO,8/26/2024 13:55,46.4,30.2,53,260,16,0,30.77,,10,33,SCT,BKN,,,4800,6000,,,,,,,,,,39.19,K0CO 261955Z AUTO 26016G33KT 10SM SCT048 BKN060 08/M01 A3077 RMK AO2,
0CO,8/26/2024 14:15,46.4,32,57,240,15,0,30.77,,10,26,SCT,BKN,,,4600,6000,,,,,,,,,,39.45,K0CO 262015Z AUTO 24015G26KT 10SM SCT046 BKN060 08/00 A3077 RMK AO2,
